Person,Item,Ratings
3782,specialty chocolate,8
3783,butter,8
3784,semi-finished bread,8
3784,bottled water,8
3785,coffee,8
3785,flower (seeds),8
3786,pip fruit,9
3786,root vegetables,9
3786,UHT-milk,8
3786,frozen dessert,8
3786,domestic eggs,8
3786,margarine,8
3786,pickled vegetables,8
3787,hamburger meat,8
3787,onions,9
3787,cream cheese ,8
3787,brown bread,6
3787,pastry,6
3787,sugar,6
3787,cereals,8
3787,pet care,8
3788,rolls/buns,8
3788,pastry,6
3788,napkins,7
3788,newspapers,7
3789,root vegetables,9
3790,pork,8
3790,whole milk,8
3790,dessert,6
3791,other vegetables,9
3791,white bread,8
3791,pastry,6
3791,shopping bags,8
3792,chicken,8
3792,butter,8
3792,white bread,8
3793,misc. beverages,8
3794,canned beer,8
3795,citrus fruit,9
3795,onions,9
3795,hard cheese,8
3795,specialty cheese,8
3795,frozen vegetables,8
3795,frozen dessert,8
3795,domestic eggs,8
3795,rolls/buns,8
3796,waffles,6
3797,root vegetables,9
3797,whole milk,8
3798,yogurt,8
3799,berries,9
3800,sausage,8
3800,root vegetables,9
3800,whole milk,8
3800,fruit/vegetable juice,8
3800,popcorn,8
3800,candy,8
3801,citrus fruit,9
3801,other vegetables,9
3801,frozen vegetables,8
3801,sugar,6
3802,UHT-milk,8
3802,brown bread,6
3803,finished products,8
3804,cat food,8
3804,canned beer,8
3805,canned beer,8
3806,canned beer,8
3807,fruit/vegetable juice,8
3808,pork,8
3808,tropical fruit,9
3808,root vegetables,9
3808,margarine,8
3808,soda,4
3808,bottled beer,8
3808,waffles,6
3809,frankfurter,8
3809,white bread,8
3809,margarine,8
3810,sausage,8
3810,chicken,8
3810,citrus fruit,9
3811,pork,8
3811,citrus fruit,9
3811,tropical fruit,9
3811,whole milk,8
3811,frozen vegetables,8
3811,domestic eggs,8
3811,honey,9
3811,canned vegetables,8
3811,red/blush wine,8
3811,chocolate marshmallow,8
3811,napkins,7
3812,liquor,8
3813,frozen meals,8
3813,cleaner,6
3814,beef,8
3814,other vegetables,9
3815,frankfurter,8
3815,other vegetables,9
3815,red/blush wine,8
3815,shopping bags,8
3816,frankfurter,8
3816,tropical fruit,9
3816,onions,9
3816,dessert,6
3816,ice cream,8
3816,dishes,8
3816,candles,8
3817,dessert,6
3817,nut snack,
3817,specialty chocolate,8
3818,root vegetables,9
3818,other vegetables,9
3819,sausage,8
3819,citrus fruit,9
3819,tropical fruit,9
3819,pip fruit,9
3819,yogurt,8
3819,pastry,6
3819,bottled water,8
3819,long life bakery product,4
3820,butter,8
3821,other vegetables,9
3822,whole milk,8
3822,soft cheese,8
3822,rolls/buns,8
3822,brown bread,6
3823,frankfurter,8
3823,rolls/buns,8
3823,soda,4
3823,fruit/vegetable juice,8
3823,shopping bags,8
3824,bottled water,8
3824,white wine,8
3825,pip fruit,9
3825,rolls/buns,8
3825,prosecco,8
3825,seasonal products,8
3825,pot plants,8
3825,shopping bags,8
3826,rolls/buns,8
3827,tropical fruit,9
3827,pip fruit,9
3828,other vegetables,9
3828,yogurt,8
3828,chocolate,8
3829,meat,8
3829,rolls/buns,8
3829,pastry,6
3830,bottled beer,8
3830,liquor,8
3831,pet care,8
3831,soda,4
3831,bottled beer,8
3831,snack products,8
3831,candy,8
3832,rolls/buns,8
3832,fruit/vegetable juice,8
3832,bottled beer,8
3832,canned beer,8
3832,chocolate,8
3833,root vegetables,9
3833,other vegetables,9
3833,canned vegetables,8
3833,shopping bags,8
3834,ham,8
3834,whole milk,8
3834,yogurt,8
3834,soda,4
3834,red/blush wine,8
3835,rolls/buns,8
3835,coffee,8
3836,rolls/buns,8
3836,coffee,8
3836,bottled water,8
3837,UHT-milk,8
3837,baking powder,6
3838,frankfurter,8
3838,whole milk,8
3838,rolls/buns,8
3838,coffee,8
3838,salty snack,8
3838,kitchen towels,8
3839,whole milk,8
3839,domestic eggs,8
3839,soda,4
3839,canned beer,8
3839,liquor (appetizer),8
3839,shopping bags,8
3840,whole milk,8
3840,butter milk,8
3840,specialty bar,8
3841,citrus fruit,9
3841,root vegetables,9
3841,onions,9
3841,other vegetables,9
3842,other vegetables,9
3843,popcorn,8
3843,specialty bar,8
3843,candy,8
3844,canned beer,8
3845,pork,8
3845,tropical fruit,9
3845,whole milk,8
3845,butter,8
3845,dessert,6
3845,yogurt,8
3845,frozen vegetables,8
3845,frozen meals,8
3845,frozen chicken,8
3845,coffee,8
3845,fruit/vegetable juice,8
3845,chocolate,8
3845,dental care,8
3845,kitchen towels,8
3845,newspapers,7
3846,chicken,8
3846,tropical fruit,9
3846,pip fruit,9
3846,other vegetables,9
3846,yogurt,8
3846,soft cheese,8
3846,domestic eggs,8
3846,roll products ,8
3846,fruit/vegetable juice,8
3846,dish cleaner,8
3847,UHT-milk,8
3848,brandy,8
3848,specialty bar,8
3849,other vegetables,9
3849,whole milk,8
3849,butter,8
3849,specialty cheese,8
3849,frozen vegetables,8
3849,semi-finished bread,8
3849,pot plants,8
3850,pip fruit,9
3850,other vegetables,9
3850,whole milk,8
3850,frozen vegetables,8
3850,domestic eggs,8
3850,shopping bags,8
3851,bottled beer,8
3852,sausage,8
3852,chicken,8
3852,beef,8
3852,other vegetables,9
3852,butter,8
3852,dessert,6
3852,whipped/sour cream,8
3852,UHT-milk,8
3852,soft cheese,8
3852,frozen meals,8
3852,brown bread,6
3852,pasta,8
3852,oil,8
3852,specialty fat,8
3852,pudding powder,8
3852,pickled vegetables,8
3852,specialty bar,8
3853,bottled beer,8
3853,napkins,7
3854,other vegetables,9
3855,other vegetables,9
3855,whipped/sour cream,8
3855,cream cheese ,8
3855,rolls/buns,8
3855,coffee,8
3856,whole milk,8
3856,dessert,6
3856,oil,8
3857,yogurt,8
3858,butter,8
3858,yogurt,8
3858,rolls/buns,8
3858,soda,4
3859,canned beer,8
3860,pip fruit,9
3860,canned beer,8
3861,rolls/buns,8
3861,long life bakery product,4
3861,candy,8
3861,shopping bags,8
3862,canned beer,8
3863,rolls/buns,8
3863,canned beer,8
3864,rolls/buns,8
3864,soda,4
3864,fruit/vegetable juice,8
3865,pip fruit,9
3865,onions,9
3865,whole milk,8
3865,yogurt,8
3865,frozen vegetables,8
3865,frozen fish,8
3865,rolls/buns,8
3865,semi-finished bread,8
3865,margarine,8
3865,bottled beer,8
3866,pork,8
3866,citrus fruit,9
3866,tropical fruit,9
3866,spread cheese,8
3866,bottled water,8
3867,frankfurter,8
3867,pork,8
3867,yogurt,8
3867,soft cheese,8
3867,sugar,6
3867,bottled water,8
3867,soda,4
3867,fruit/vegetable juice,8
3867,shopping bags,8
3868,sausage,8
3868,soda,4
3868,bottled beer,8
3869,citrus fruit,9
3869,dessert,6
3869,newspapers,7
3870,brown bread,6
3870,dog food,8
3870,canned beer,8
3871,soda,4
3872,canned beer,8
3873,bottled water,8
3874,pork,8
3874,beef,8
3875,frozen meals,8
3875,soda,4
3876,chicken,8
3876,root vegetables,9
3876,whole milk,8
3876,rolls/buns,8
3876,brown bread,6
3877,rolls/buns,8
3877,red/blush wine,8
3877,photo/film,8
3878,pork,8
3878,citrus fruit,9
3878,root vegetables,9
3878,whole milk,8
3878,bottled water,8
3878,dish cleaner,8
3879,sausage,8
3879,brown bread,6
3879,margarine,8
3879,bottled beer,8
3880,rolls/buns,8
3881,soda,4
3882,root vegetables,9
3882,other vegetables,9
3882,whole milk,8
3883,beverages,8
3884,sausage,8
3884,hamburger meat,8
3884,tropical fruit,9
3884,pip fruit,9
3884,whole milk,8
3884,beverages,8
3884,frozen vegetables,8
3884,frozen meals,8
3884,white bread,8
3884,pasta,8
3884,pickled vegetables,8
3884,sweet spreads,8
3884,bottled water,8
3884,fruit/vegetable juice,8
3884,long life bakery product,4
3884,specialty bar,8
3884,detergent,6
3884,newspapers,7
3885,frankfurter,8
3885,tropical fruit,9
3885,other vegetables,9
3885,whole milk,8
3885,rolls/buns,8
3885,pet care,8
3885,soda,4
3885,fruit/vegetable juice,8
3885,make up remover,7
3886,UHT-milk,8
3886,bottled beer,8
3886,liquor (appetizer),8
3886,dishes,8
3887,whole milk,8
3887,curd,8
3887,yogurt,8
3887,margarine,8
3888,whole milk,8
3888,domestic eggs,8
3888,newspapers,7
3889,sausage,8
3889,yogurt,8
3889,rolls/buns,8
3889,bottled water,8
3889,soda,4
3890,canned beer,8
3891,sausage,8
3891,beef,8
3891,tropical fruit,9
3891,pip fruit,9
3891,berries,9
3891,root vegetables,9
3891,other vegetables,9
3891,whole milk,8
3891,mustard,8
3891,candles,8
3892,beef,8
3892,other vegetables,9
3892,rolls/buns,8
3892,bottled beer,8
3893,baking powder,6
3893,coffee,8
3893,photo/film,8
3894,canned beer,8
3895,frankfurter,8
3895,beef,8
3895,other vegetables,9
3895,whole milk,8
3895,butter,8
3895,yogurt,8
3895,soft cheese,8
3895,pastry,6
3895,oil,8
3895,coffee,8
3895,bottled water,8
3895,soda,4
3895,cake bar,6
3895,specialty bar,8
3895,detergent,6
3895,hygiene articles,7
3895,dishes,8
3896,meat,8
3896,chicken,8
3896,hamburger meat,8
3896,citrus fruit,9
3896,whole milk,8
3896,butter,8
3896,butter milk,8
3896,yogurt,8
3896,soft cheese,8
3896,frozen vegetables,8
3896,domestic eggs,8
3896,rolls/buns,8
3896,fruit/vegetable juice,8
3896,seasonal products,8
3897,yogurt,8
3897,fruit/vegetable juice,8
3897,dishes,8
3898,sausage,8
3898,soda,4
3898,canned beer,8
3898,chewing gum,8
3899,root vegetables,9
3899,onions,9
3899,whole milk,8
3899,bottled water,8
3900,canned beer,8
3901,canned beer,8
3902,tropical fruit,9
3902,cream cheese ,8
3902,mayonnaise,8
3902,rolls/buns,8
3902,white bread,8
3902,ready soups,
3902,baking powder,6
3902,canned fish,8
3902,long life bakery product,4
3903,tropical fruit,9
3903,other vegetables,9
3903,whole milk,8
3903,curd,8
3903,yogurt,8
3903,frozen vegetables,8
3903,frozen dessert,8
3903,rolls/buns,8
3903,soda,4
3903,liquor (appetizer),8
3903,waffles,6
3903,candy,8
3903,seasonal products,8
3903,candles,8
3904,citrus fruit,9
3904,tropical fruit,9
3904,pip fruit,9
3904,whole milk,8
3904,butter milk,8
3905,chicken,8
3905,hamburger meat,8
3905,citrus fruit,9
3905,other vegetables,9
3905,coffee,8
3906,dessert,6
3906,yogurt,8
3906,UHT-milk,8
3906,cream cheese ,8
3906,frozen vegetables,8
3906,rolls/buns,8
3906,bottled water,8
3906,napkins,7
3907,other vegetables,9
3907,yogurt,8
3908,other vegetables,9
3908,whipped/sour cream,8
3909,onions,9
3909,cat food,8
3909,pet care,8
3909,popcorn,8
3909,dental care,8
3910,frozen vegetables,8
3910,margarine,8
3910,pickled vegetables,8
3911,chicken,8
3911,hamburger meat,8
3911,pip fruit,9
3911,other vegetables,9
3911,UHT-milk,8
3911,sliced cheese,8
3911,specialty cheese,8
3911,dog food,8
3911,coffee,8
3911,brandy,8
3911,softener,8
3911,pot plants,8
3912,chicken,8
3912,pip fruit,9
3912,whole milk,8
3912,whipped/sour cream,8
3912,margarine,8
3912,newspapers,7
3912,flower (seeds),8
3913,onions,9
3913,canned beer,8
3913,shopping bags,8
3914,meat,8
3914,chicken,8
3914,pork,8
3914,root vegetables,9
3914,whole milk,8
3914,rolls/buns,8
3914,detergent,6
3915,ham,8
3915,chicken,8
3915,turkey,6
3915,beef,8
3915,onions,9
3915,whole milk,8
3915,butter,8
3915,frozen potato products,8
3915,domestic eggs,8
3915,pastry,6
3915,salt,8
3915,sugar,6
3915,jam,8
3915,coffee,8
3916,citrus fruit,9
3916,pip fruit,9
3916,whole milk,8
3916,sliced cheese,8
3916,salty snack,8
3917,yogurt,8
3918,frankfurter,8
3918,chicken,8
3918,turkey,6
3918,beef,8
3918,whole milk,8
3918,brown bread,6
3918,pastry,6
3918,bottled water,8
3919,dishes,8
3920,pork,8
3920,pip fruit,9
3920,curd,8
3920,roll products ,8
3920,margarine,8
3920,soups,4
3920,coffee,8
3920,napkins,7
3920,newspapers,7
3921,butter milk,8
3921,UHT-milk,8
3921,cream cheese ,8
3921,spread cheese,8
3921,brown bread,6
3921,coffee,8
3922,coffee,8
3922,pot plants,8
3923,chicken,8
3923,tropical fruit,9
3923,frozen fish,8
3923,domestic eggs,8
3923,roll products ,8
3923,seasonal products,8
3923,dish cleaner,8
3924,pip fruit,9
3924,root vegetables,9
3924,other vegetables,9
3924,whole milk,8
3925,soda,4
3926,yogurt,8
3926,rolls/buns,8
3927,berries,9
3927,root vegetables,9
3927,yogurt,8
3927,whipped/sour cream,8
3927,specialty fat,8
3927,white wine,8
3927,kitchen towels,8
3928,hamburger meat,8
3928,tropical fruit,9
3928,yogurt,8
3928,frozen vegetables,8
3928,domestic eggs,8
3928,rolls/buns,8
3928,meat spreads,8
3928,cat food,8
3928,soda,4
3928,misc. beverages,8
3929,canned beer,8
3930,turkey,6
3930,tropical fruit,9
3930,root vegetables,9
3930,other vegetables,9
3930,curd,8
3930,whipped/sour cream,8
3930,liquor (appetizer),8
3931,beverages,8
3931,soda,4
3932,bottled beer,8
3933,pastry,6
3933,soda,4
3934,pip fruit,9
3934,other vegetables,9
3934,whole milk,8
3935,whole milk,8
3935,whipped/sour cream,8
3935,rolls/buns,8
3935,pot plants,8
3936,hamburger meat,8
3936,root vegetables,9
3936,whole milk,8
3936,rolls/buns,8
3936,long life bakery product,4
3936,waffles,6
3937,chocolate,8
3938,other vegetables,9
3938,whole milk,8
3938,yogurt,8
3938,bottled water,8
3939,oil,8
3939,bottled water,8
3939,long life bakery product,4
3940,beef,8
3940,citrus fruit,9
3940,tropical fruit,9
3940,whole milk,8
3940,yogurt,8
3940,margarine,8
3940,specialty fat,8
3940,mustard,8
3940,canned vegetables,8
3940,napkins,7
3941,bottled water,8
3942,sausage,8
3942,root vegetables,9
3942,curd,8
3942,yogurt,8
3942,whipped/sour cream,8
3942,sliced cheese,8
3942,processed cheese,8
3942,domestic eggs,8
3942,oil,8
3942,Instant food products,8
3942,soda,4
3942,red/blush wine,8
3942,candy,8
3942,newspapers,7
3943,sausage,8
3943,UHT-milk,8
3943,flour,6
3943,flower (seeds),8
3944,pork,8
3944,butter,8
3944,curd,8
3944,frozen vegetables,8
3944,margarine,8
3944,sugar,6
3944,chewing gum,8
3944,napkins,7
3944,newspapers,7
3945,frankfurter,8
3945,meat,8
3946,whipped/sour cream,8
3947,canned beer,8
3947,red/blush wine,8
3948,pork,8
3948,root vegetables,9
3948,other vegetables,9
3948,mayonnaise,8
3948,domestic eggs,8
3948,rolls/buns,8
3948,mustard,8
3948,fruit/vegetable juice,8
3948,chewing gum,8
3948,dishes,8
3949,whole milk,8
3949,rolls/buns,8
3949,semi-finished bread,8
3950,other vegetables,9
3950,whole milk,8
3950,butter,8
3950,white bread,8
3950,canned vegetables,8
3950,soda,4
3950,snack products,8
3950,cake bar,6
3950,chocolate,8
3951,whole milk,8
3951,rolls/buns,8
3951,coffee,8
3952,citrus fruit,9
3952,root vegetables,9
3952,onions,9
3952,other vegetables,9
3952,domestic eggs,8
3952,white bread,8
3952,cake bar,6
3953,other vegetables,9
3953,whole milk,8
3953,rolls/buns,8
3953,brown bread,6
3953,soda,4
3953,hygiene articles,7
3953,newspapers,7
3954,other vegetables,9
3954,whole milk,8
3954,curd,8
3954,frozen vegetables,8
3954,frozen dessert,8
3954,misc. beverages,8
3954,rum,8
3954,long life bakery product,4
3954,newspapers,7
3955,beef,8
3955,root vegetables,9
3955,herbs,9
3955,other vegetables,9
3955,whole milk,8
3955,butter,8
3955,curd,8
3955,whipped/sour cream,8
3955,rolls/buns,8
3955,pastry,6
3955,margarine,8
3956,meat,8
3956,chicken,8
3956,other vegetables,9
3956,butter milk,8
3956,yogurt,8
3956,roll products ,8
3956,flour,6
3956,cat food,8
3956,soda,4
3956,dishes,8
3957,sausage,8
3957,frozen vegetables,8
3957,frozen meals,8
3957,pickled vegetables,8
3957,coffee,8
3958,pip fruit,9
3958,pasta,8
3958,oil,8
3958,shopping bags,8
3959,beef,8
3959,root vegetables,9
3959,frozen vegetables,8
3959,frozen potato products,8
3959,white bread,8
3959,detergent,6
3960,chicken,8
3960,hamburger meat,8
3960,herbs,9
3960,UHT-milk,8
3960,cream cheese ,8
3960,frozen vegetables,8
3960,soda,4
3960,dish cleaner,8
3960,pot plants,8
3961,canned beer,8
3962,sausage,8
3962,pip fruit,9
3962,yogurt,8
3962,white bread,8
3962,soda,4
3963,whole milk,8
3963,butter milk,8
3963,rolls/buns,8
3963,margarine,8
3963,bottled water,8
3963,fruit/vegetable juice,8
3964,whole milk,8
3964,rolls/buns,8
3964,bottled beer,8
3965,sausage,8
3965,hamburger meat,8
3965,cream,
3965,spread cheese,8
3965,canned fish,8
3965,napkins,7
3966,coffee,8
3966,soda,4
3967,nuts/prunes,9
3967,rolls/buns,8
3968,sausage,8
3968,curd,8
3968,yogurt,8
3968,cream cheese ,8
3968,brown bread,6
3968,pastry,6
3968,coffee,8
3968,seasonal products,8
3968,napkins,7
3969,coffee,8
3970,chicken,8
3970,pork,8
3970,citrus fruit,9
3970,root vegetables,9
3970,herbs,9
3970,other vegetables,9
3970,whole milk,8
3970,butter,8
3970,frozen dessert,8
3970,domestic eggs,8
3970,rolls/buns,8
3970,bottled water,8
3970,bottled beer,8
3971,tropical fruit,9
3971,other vegetables,9
3971,yogurt,8
3971,domestic eggs,8
3971,rolls/buns,8
3971,pastry,6
3971,semi-finished bread,8
3971,zwieback,8
3971,oil,8
3971,margarine,8
3971,organic products,9
3971,coffee,8
3971,bottled water,8
3971,soda,4
3971,snack products,8
3971,waffles,6
3971,chocolate marshmallow,8
3971,candy,8
3971,seasonal products,8
3972,finished products,8
3972,other vegetables,9
3972,whole milk,8
3972,yogurt,8
3972,curd cheese,6
3972,brown bread,6
3972,pastry,6
3972,potato products,9
3972,baking powder,6
3972,soda,4
3972,specialty chocolate,8
3972,candy,8
3972,seasonal products,8
3973,whole milk,8
3973,bottled water,8
3974,beef,8
3974,root vegetables,9
3974,other vegetables,9
3974,frozen dessert,8
3974,pastry,6
3974,vinegar,8
3974,margarine,8
3974,sugar,6
3974,cat food,8
3974,coffee,8
3974,bottled beer,8
3974,cling film/bags,8
3974,candles,8
3974,pot plants,8
3975,abrasive cleaner,7
3975,napkins,7
3976,bottled water,8
3977,other vegetables,9
3977,spices,9
3977,coffee,8
3978,beef,8
3978,citrus fruit,9
3978,tropical fruit,9
3978,other vegetables,9
3978,condensed milk,8
3978,processed cheese,8
3978,bottled water,8
3978,soda,4
3978,cling film/bags,8
3979,whole milk,8
3980,tropical fruit,9
3980,root vegetables,9
3980,sliced cheese,8
3980,processed cheese,8
3980,margarine,8
3980,bottled water,8
3980,soda,4
3980,misc. beverages,8
3981,candy,8
3982,sausage,8
3982,soft cheese,8
3982,rolls/buns,8
3982,bottled water,8
3982,specialty chocolate,8
3983,butter milk,8
3983,domestic eggs,8
3983,rolls/buns,8
3983,soda,4
3983,specialty chocolate,8
3984,sausage,8
3984,whole milk,8
3984,frozen dessert,8
3984,mustard,8
3984,jam,8
3984,bottled water,8
3984,hygiene articles,7
3985,frankfurter,8
3985,chicken,8
3985,pork,8
3985,other vegetables,9
3985,yogurt,8
3985,whipped/sour cream,8
3985,soft cheese,8
3985,rolls/buns,8
3985,instant coffee,8
3985,bottled water,8
3985,napkins,7
3986,rolls/buns,8
3986,soda,4
3986,fruit/vegetable juice,8
3986,bottled beer,8
3986,long life bakery product,4
3987,canned beer,8
3988,canned beer,8
3989,whole milk,8
3989,rolls/buns,8
3989,spices,9
3989,bottled water,8
3990,citrus fruit,9
3990,candy,8
3991,margarine,8
3992,sausage,8
3992,citrus fruit,9
3992,other vegetables,9
3992,whole milk,8
3992,whipped/sour cream,8
3992,sliced cheese,8
3992,cream cheese ,8
3992,domestic eggs,8
3992,rolls/buns,8
3992,pastry,6
3992,sugar,6
3992,baking powder,6
3993,sausage,8
3993,newspapers,7
3994,chicken,8
3994,other vegetables,9
3994,whole milk,8
3994,curd,8
3994,domestic eggs,8
3994,rolls/buns,8
3994,softener,8
3995,shopping bags,8
3996,tropical fruit,9
3996,rolls/buns,8
3996,seasonal products,8
3996,bathroom cleaner,7
3996,newspapers,7
3996,shopping bags,8
3997,other vegetables,9
3997,whole milk,8
3997,domestic eggs,8
3997,margarine,8
3997,bottled water,8
3997,fruit/vegetable juice,8
3997,bottled beer,8
3998,butter,8
3998,soups,4
3999,root vegetables,9
3999,butter,8
3999,margarine,8
4000,photo/film,8
4001,sausage,8
4001,turkey,6
4001,citrus fruit,9
4001,other vegetables,9
4001,whole milk,8
4001,butter,8
4001,curd,8
4001,whipped/sour cream,8
4001,tidbits,8
4001,ice cream,8
4001,rolls/buns,8
4001,pastry,6
4001,soda,4
4001,newspapers,7
4002,turkey,6
4003,citrus fruit,9
4003,yogurt,8
4003,UHT-milk,8
4003,domestic eggs,8
4003,rolls/buns,8
4004,pastry,6
4005,pork,8
4005,whole milk,8
4005,curd,8
4005,whipped/sour cream,8
4006,photo/film,8
4007,photo/film,8
4008,frankfurter,8
4008,rolls/buns,8
4009,pip fruit,9
4010,beef,8
4010,pip fruit,9
4010,onions,9
4010,whole milk,8
4010,margarine,8
4010,specialty fat,8
4010,soda,4
4010,fruit/vegetable juice,8
4010,napkins,7
4011,whole milk,8
4011,flour,6
4011,margarine,8
4011,sugar,6
4012,root vegetables,9
4012,whole milk,8
4012,whipped/sour cream,8
4012,frozen meals,8
4012,flour,6
4012,oil,8
4012,waffles,6
4012,seasonal products,8
4012,napkins,7
4012,house keeping products,8
4012,photo/film,8
4012,shopping bags,8
4013,bottled beer,8
4014,whole milk,8
4014,frozen meals,8
4014,soda,4
4014,napkins,7
4014,kitchen towels,8
4015,other vegetables,9
4015,chewing gum,8
4016,whole milk,8
4016,curd cheese,6
4017,finished products,8
4017,beef,8
4017,citrus fruit,9
4017,pip fruit,9
4017,root vegetables,9
4017,whole milk,8
4017,semi-finished bread,8
4017,potato products,9
4017,rice,9
4017,soda,4
4017,fruit/vegetable juice,8
4017,candy,8
4017,pot plants,8
4017,shopping bags,8
4018,bottled beer,8
4019,beverages,8
4019,frozen vegetables,8
4019,soda,4
4019,fruit/vegetable juice,8
4019,popcorn,8
4019,newspapers,7
4020,other vegetables,9
4021,canned beer,8
4022,canned beer,8
4023,rolls/buns,8
4024,beef,8
4025,citrus fruit,9
4025,pip fruit,9
4025,butter,8
4025,rolls/buns,8
4025,oil,8
4025,soda,4
4025,bottled beer,8
4025,brandy,8
4025,red/blush wine,8
4025,sparkling wine,8
4026,rolls/buns,8
4026,baking powder,6
4026,soda,4
4027,specialty chocolate,8
4027,light bulbs,8
4028,frankfurter,8
4028,soda,4
4029,whole milk,8
4029,waffles,6
4029,napkins,7
4030,pip fruit,9
4030,chewing gum,8
4031,tropical fruit,9
4031,shopping bags,8
4032,liver loaf,8
4032,citrus fruit,9
4032,other vegetables,9
4032,curd,8
4032,salad dressing,8
4032,semi-finished bread,8
4032,abrasive cleaner,7
4033,citrus fruit,9
4033,tropical fruit,9
4033,root vegetables,9
4033,other vegetables,9
4033,yogurt,8
4033,whipped/sour cream,8
4033,frozen vegetables,8
4033,ice cream,8
4033,rolls/buns,8
4033,salt,8
4033,sugar,6
4033,soda,4
4033,napkins,7
4033,newspapers,7
4034,frankfurter,8
4034,pip fruit,9
4034,onions,9
4034,whole milk,8
4034,curd,8
4034,yogurt,8
4034,pastry,6
4034,Instant food products,8
4034,kitchen utensil,8
4035,soft cheese,8
4035,soda,4
4035,white wine,8
4036,ham,8
4036,root vegetables,9
4036,onions,9
4036,other vegetables,9
4036,whole milk,8
4036,whipped/sour cream,8
4036,soft cheese,8
4036,sliced cheese,8
4036,hard cheese,8
4036,cream cheese ,8
4036,specialty cheese,8
4036,domestic eggs,8
4036,salt,8
4036,canned fish,8
4036,napkins,7
4037,whole milk,8
4037,white wine,8
4038,other vegetables,9
4038,rolls/buns,8
4038,brown bread,6
4039,sausage,8
4039,beverages,8
4039,rolls/buns,8
4039,misc. beverages,8
4039,waffles,6
4039,shopping bags,8
4040,yogurt,8
4040,rolls/buns,8
4040,instant coffee,8
4040,soda,4
4040,canned beer,8
4040,waffles,6
4041,frozen meals,8
4042,pork,8
4042,other vegetables,9
4042,pot plants,8
4043,rolls/buns,8
4043,chewing gum,8
4044,margarine,8
4044,soda,4
4045,root vegetables,9
4045,other vegetables,9
4045,yogurt,8
4045,UHT-milk,8
4045,sugar,6
4045,coffee,8
4045,soda,4
4045,misc. beverages,8
4045,canned beer,8
4045,dishes,8
4045,newspapers,7
4046,pip fruit,9
4047,beef,8
4047,pip fruit,9
4047,whole milk,8
4047,butter,8
4047,curd,8
4047,margarine,8
4047,cat food,8
4047,coffee,8
4047,waffles,6
4048,pip fruit,9
4048,whole milk,8
4048,butter,8
4048,whipped/sour cream,8
4048,beverages,8
4048,newspapers,7
4048,flower (seeds),8
4049,chicken,8
4049,citrus fruit,9
4049,root vegetables,9
4049,other vegetables,9
4049,brown bread,6
4049,pastry,6
4049,salty snack,8
4049,napkins,7
4050,whole milk,8
4050,butter,8
4050,newspapers,7
4051,chicken,8
4051,liquor (appetizer),8
4052,sausage,8
4052,citrus fruit,9
4052,tropical fruit,9
4052,other vegetables,9
4052,whole milk,8
4052,butter,8
4052,whipped/sour cream,8
4052,hard cheese,8
4052,domestic eggs,8
4052,dishes,8
4053,other vegetables,9
4053,whole milk,8
4053,bottled beer,8
4053,newspapers,7
4054,tropical fruit,9
4054,yogurt,8
4054,UHT-milk,8
4054,cream cheese ,8
4054,processed cheese,8
4054,rolls/buns,8
4054,pastry,6
4054,margarine,8
4054,waffles,6
4054,hygiene articles,7
4055,sausage,8
4055,canned beer,8
4055,shopping bags,8
4056,chicken,8
4056,packaged fruit/vegetables,9
4056,whole milk,8
4056,curd,8
4056,whipped/sour cream,8
4056,frozen vegetables,8
4056,frozen dessert,8
4056,rolls/buns,8
4056,white bread,8
4056,brown bread,6
4056,margarine,8
4056,soda,4
4056,long life bakery product,4
4056,specialty chocolate,8
4056,candy,8
4057,hamburger meat,8
4057,mustard,8
4057,soups,4
4057,Instant food products,8
4057,sweet spreads,8
4057,soda,4
4057,newspapers,7
4058,whole milk,8
4058,yogurt,8
4058,bottled water,8
4058,canned beer,8
4059,citrus fruit,9
4059,pip fruit,9
4059,root vegetables,9
4059,yogurt,8
4059,margarine,8
4059,dishes,8
4060,ham,8
4060,tropical fruit,9
4060,pip fruit,9
4060,other vegetables,9
4060,whole milk,8
4060,yogurt,8
4060,whipped/sour cream,8
4060,spread cheese,8
4060,curd cheese,6
4060,ice cream,8
4060,sugar,6
4060,baking powder,6
4060,fruit/vegetable juice,8
4060,salty snack,8
4060,waffles,6
4060,decalcifier,8
4060,hygiene articles,7
4060,napkins,7
4060,light bulbs,8
4061,whole milk,8
4061,yogurt,8
4061,whipped/sour cream,8
4061,beverages,8
4061,brown bread,6
4062,frankfurter,8
4063,white bread,8
4063,long life bakery product,4
4063,shopping bags,8
4064,sausage,8
4064,citrus fruit,9
4064,other vegetables,9
4064,yogurt,8
4064,whipped/sour cream,8
4064,frozen meals,8
4064,pasta,8
4064,coffee,8
4064,bottled water,8
4064,shopping bags,8
4065,sliced cheese,8
4065,hard cheese,8
4066,frankfurter,8
4066,citrus fruit,9
4066,onions,9
4066,other vegetables,9
4066,curd,8
4066,whipped/sour cream,8
4066,frozen dessert,8
4066,domestic eggs,8
4066,white bread,8
4066,vinegar,8
4066,baking powder,6
4067,yogurt,8
4067,popcorn,8
4067,cleaner,6
4067,newspapers,7
4068,root vegetables,9
4068,other vegetables,9
4068,whole milk,8
4068,hard cheese,8
4068,rolls/buns,8
4068,baking powder,6
4069,rolls/buns,8
4069,sugar,6
4069,coffee,8
4069,canned beer,8
